ORF	REF0	REF5	REF10	REF30	REF60	REF120	MUT0	MUT5	MUT10	MUT30	MUT60	MUT120
YBR248C	8.662480034	9.151714608	10.08206027	10.66461215	10.67694961	10.4208228	8.73944661	8.820581541	9.74950394	9.608573159	10.01936247	10.01650161
YBR249C	11.0624548	11.65860974	11.63523323	12.36676683	12.34326901	12.38643158	10.10539318	10.34773891	10.35405807	10.08220659	10.77055293	10.85414373
YBR250W	2.13813611	2.132024537	2.137540307	2.249890332	2.187150979	2.172915858	2.246351895	2.236081932	2.428911921	2.202144162	2.725416934	2.140379722
YBR251W	6.401153127	6.256165575	5.976554076	5.414704755	5.84776756	5.839315111	6.799914683	6.490436335	5.558683904	5.43661005	5.860688593	5.981898885
YBR252W	9.373827287	9.645054179	9.631699785	9.751388947	9.724402739	10.35476761	10.05067087	9.671062148	9.481606904	9.237240645	10.00858978	10.55603916
YBR253W	7.158552323	7.088550392	7.449173996	6.77535294	7.671539755	7.79336365	7.762158403	7.645991107	7.611981858	7.513580662	8.248202729	8.027640106
YBR254C	7.186321049	7.307529313	7.589338791	7.087131207	7.636430737	8.143340533	7.788727617	7.407296997	7.466153214	7.199019852	8.448293041	8.330727461
YBR255W	5.447038547	5.251302447	5.190264159	4.334421656	4.662176287	5.307161857	6.104151074	6.025851095	5.538664575	5.353507258	4.992152497	5.687150401
YBR256C	8.33076354	8.492280404	8.634655505	9.143712824	7.594920608	8.124363087	8.620579336	8.474584619	9.181665311	9.205564461	8.450958297	8.132790944
YBR257W	7.661909672	7.867927906	8.299874527	8.773229731	8.569396852	7.705239905	8.673263147	8.164721574	8.523780366	8.909673026	9.308936013	8.269854972
YBR258C	3.622136366	3.66424853	3.815144567	3.462807511	3.479634534	3.818511211	4.549817804	3.878353871	4.047793285	4.368541762	4.617046046	3.976059096
YBR214W	7.61858809	7.986085756	7.205345086	3.378330613	3.458291873	5.236873941	7.272194791	7.645712365	5.708700477	5.991866335	3.24122235	6.624055228
YBR215W	6.378369195	6.687544567	6.646779502	6.801411757	7.057599823	6.822215488	7.009894713	6.910540029	6.717783785	6.713131506	7.603505635	7.13703407
YBR216C	5.695153495	6.046814841	5.803577262	5.28004562	5.602529981	5.888961518	6.528969917	6.029793373	5.701520785	5.640586614	6.313708078	6.152707512
YBR217W	5.064747786	5.351969434	5.355861515	5.197643321	5.406051503	5.248498071	5.914714568	5.526775869	5.537941579	5.58152408	5.878698305	5.368343866
YBR218C	10.80934031	10.84803428	10.83175468	10.64361811	11.12440511	11.13864163	10.77667698	10.84553612	10.5562399	10.39061307	10.75346743	10.97263951
YBR220C	7.198250839	7.639443277	7.255337638	7.447809783	7.288420153	7.258610299	7.187085476	6.94446065	6.803309959	6.326743763	7.169060585	6.938198177
YBR221C	10.21096373	10.30445006	10.10675213	8.35788547	9.085302812	9.881246836	10.77227498	10.72131929	9.976752152	9.888248179	9.640311171	10.2330417
YBR222C	8.891597568	8.910237793	8.388191481	6.68932874	7.287621824	7.520375854	8.546463021	8.52786432	7.736436865	7.849540389	7.381529122	7.533417187
YBR223C	5.206223751	5.477959028	4.920952075	3.923081165	3.903489942	4.088257328	4.273237067	4.459042728	4.423909654	4.28927589	3.766193238	3.742825933
YBR225W	7.121743626	6.562810438	5.407597069	5.060101556	5.837663163	5.618594735	6.930853108	6.248701717	5.605763983	5.617696704	5.864185659	5.897432161
YBR227C	5.916783828	5.890429985	6.198810889	6.348588032	6.329532793	6.495811563	6.077682669	5.959804643	6.393437451	6.590624341	6.622897131	6.715528415
YBR228W	5.331970533	5.411942285	6.147348224	6.030826338	5.50027108	5.076262997	6.072221741	5.906484412	6.394137883	6.556871024	6.426184266	6.115721069
YBR229C	6.156188716	5.847414924	5.439896053	3.676288123	3.854203087	5.535875382	6.262781434	6.045195614	4.688876809	4.793434282	3.978258467	5.423876223
YBR230C	12.41230639	12.27145675	11.86194423	5.421036727	4.965016281	5.569009433	12.71279598	12.6609104	8.951465971	9.322843659	5.438160042	7.150563465
YBR231C	6.440092032	6.201440576	6.294770813	5.962229244	5.475832711	4.855792267	6.298236087	6.095491676	6.382054892	6.61493757	6.763696569	6.012308031
YBR233W	6.291981414	6.045411805	4.988983486	4.089999046	5.085718261	5.526332383	6.828951816	6.18497136	5.911785399	6.000755116	6.610668576	6.744677568
YBR234C	9.468073736	9.496678432	9.167411609	6.784846155	8.618723573	9.480915977	9.700835808	9.647145535	8.577687465	8.774053092	8.655352587	9.741131909
YBR235W	7.589008499	7.337431098	6.978262458	5.368927553	6.81057525	7.202277947	7.678322421	7.418745021	6.300360837	6.49339576	7.275391081	7.415737038
YBR236C	7.554087118	7.761817381	7.955862251	7.663469186	8.079051455	8.057491284	7.978866892	8.096263443	8.102181084	8.086215119	8.497373551	8.291686941
YBR191W	11.67790956	11.70382035	11.66514749	12.30134264	12.28936618	12.21016425	11.67260144	11.5853103	11.8438429	11.92449414	12.09555223	11.84401672
YBR192W	7.105356611	6.872349124	7.379318488	7.070442976	7.134062215	7.081872032	7.097155627	6.774421725	6.72172495	6.866303081	6.90709421	6.971211545
YBR193C	6.096506137	6.487483341	6.421827376	5.017611803	5.292354268	5.871365877	6.69007339	6.754312122	5.878910823	6.129862496	6.112801638	6.059810657
YBR194W	7.923708267	7.805870284	7.209650757	6.896375668	7.578237822	7.721250653	8.131303038	7.535288147	6.676769793	7.075938885	7.627538154	7.177403259
YBR195C	7.787221652	7.316325037	7.55954385	8.341697726	8.363182188	7.944832616	8.026132852	7.23174337	7.731503082	7.694924086	8.817379705	8.843490492
YBR196C	11.78507239	11.80793344	12.32879264	12.66402874	12.68085806	12.72243249	11.49032211	11.96697031	12.81321065	12.72104748	12.83862618	12.81817786
YBR197C	6.23828391	6.475098127	7.016432476	7.041909931	6.556079936	6.417934155	6.412301509	6.253217538	6.713059895	6.508373701	6.746898714	6.531619517
YBR198C	8.880600742	8.727275851	8.844491105	9.180732383	9.192803612	8.954436562	8.652967258	8.583675916	8.652975387	9.06681304	8.964160734	8.716878551
YBR199W	9.423697547	9.38540835	9.197082522	8.30026865	9.594651042	10.0571526	10.13314148	9.987193371	9.81960237	10.14649422	10.57339142	10.68669079
YBR200W	6.834809253	6.85633378	6.610526029	6.080891063	6.585965453	6.590353554	7.053918219	6.8230384	6.570687197	6.920374665	7.146968573	7.029610379
YBR202W	9.133233187	8.473072152	8.243837523	8.061214516	9.140571253	9.322325927	8.910044474	8.349568861	7.751030089	8.174768001	9.39934653	9.399356619
YBR203W	2.881479034	2.142380163	2.13548965	2.252835971	2.185612986	2.170865201	2.235989793	2.256769358	2.196602237	2.201715465	2.171195775	2.137639217
YBR204C	6.081609776	6.411451385	5.791782522	2.677651818	3.416522125	5.185795435	6.634386093	6.428502679	4.800448826	4.915751997	4.304552183	5.72345336
YBR205W	9.193990554	9.121242804	8.480982218	7.460516427	8.406639339	8.987659682	9.297111721	9.207932108	8.072198382	7.829838534	8.260259779	9.140543148
YBR207W	9.640006	9.740815276	9.498711554	8.385376296	8.901646733	8.294864289	10.00970572	9.998079455	9.461816409	9.556593785	9.098657785	9.195918464
YBR208C	7.920770852	8.100229517	9.594220924	6.658607109	7.746386053	6.781225403	8.091144469	8.020602743	8.026201814	8.269895817	8.196607779	7.852850968
YBR210W	7.199195561	7.370249221	6.660775433	6.662998799	7.966719371	8.583406292	8.127925015	7.350774871	6.648695253	7.026411507	8.466433284	8.327108025
YBR211C	5.45221043	5.354707301	5.382411126	5.628889616	6.053349728	5.882064653	6.388356596	5.868256547	5.474433479	6.050291695	6.607026977	6.479542576
YBR212W	8.161829198	8.059912233	7.541941863	4.659599125	6.55441807	7.122994166	7.629025802	8.15016778	6.629227085	6.72834615	6.475045064	7.350590344
YBR213W	5.809809068	5.98771329	6.930206095	8.017347834	6.388710462	6.37826432	4.387882166	4.412839149	4.796938981	4.828552173	4.846899495	4.62897846
YBR168W	6.564256409	5.917095068	5.221128758	5.104712195	5.167735458	5.462715256	6.906545864	6.086483607	5.539046177	5.526030925	5.521259697	5.660353852
YBR169C	10.09542518	10.14585734	10.22794529	9.128736669	5.469185592	7.042590062	10.22469717	10.32843212	11.9615143	12.02802873	8.182737136	8.96156641
YBR170C	8.614967654	8.516228464	7.845969004	6.137716978	7.242150666	7.439900391	8.786666802	8.602329727	8.193053887	8.367741429	8.345884843	7.885681438
YBR171W	7.796687222	7.833079164	8.15873499	7.928637462	8.533881751	8.481427837	8.435576694	8.390222543	8.195549932	8.088032995	8.839091424	9.132245501
YBR172C	8.058529604	7.961156759	9.201279482	9.307699143	9.07302874	8.075854619	7.37753961	7.31695493	7.431170259	7.524030321	7.663182796	7.302020479
YBR173C	9.325952633	9.449999687	9.661514179	7.38156711	7.635488529	8.132392627	9.706601667	9.680070702	8.854503994	9.456685784	9.430583128	8.801015631
YBR175W	6.23454427	6.232674266	6.970384335	6.94922489	7.466513036	7.817954602	7.461813373	6.424463009	7.262674491	7.679395549	8.871116387	8.287409194
YBR176W	7.178689534	7.255244419	6.223648367	6.343788847	7.080227312	7.436893585	7.855503748	6.897431598	5.902263083	6.218945529	7.683809962	7.725289406
YBR177C	9.288610922	9.72434054	9.249531417	5.374601068	5.450204779	6.89626366	8.850189546	8.908947349	7.195918048	7.502259093	7.400453983	8.311436509
YBR179C	8.013785125	8.404388099	7.789428767	7.118097792	7.738015958	7.328808128	8.419573734	8.520551295	7.280321029	7.792554212	8.413669788	7.770367821
YBR180W	2.138541869	2.131799793	2.138532839	2.251491501	2.188656175	2.173299752	2.136359129	2.117187409	2.187239143	2.233059249	2.16864446	2.140859589
YBR182C	4.577158423	5.387843788	5.029083548	5.514416183	4.728428257	4.695080683	4.737013665	4.944869554	4.629453878	4.468298212	4.861240032	4.17647396
YBR183W	7.476227278	7.08448201	5.166820203	3.320331472	2.947362743	3.113645658	8.253219045	8.036722918	5.064178183	4.243991677	3.280468674	4.991900505
YBR184W	2.612217789	3.030650299	3.194695208	2.95823972	2.185612986	2.967184016	3.437547128	3.547785179	3.492472146	3.291300815	3.115595623	3.278390379
YBR185C	8.764122315	9.109220131	8.594795747	6.058833775	6.749573153	6.990884513	9.082131568	8.857050923	7.210773765	7.759227395	7.30452035	7.28439943
YBR186W	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YBR187W	8.768008053	8.824074378	9.209987898	9.953410582	9.975172447	10.16652028	8.540762498	8.474276086	8.863289222	8.425590762	9.233120226	9.382313842
YBR188C	7.243827219	7.207878925	7.206250378	5.518964881	6.243935943	6.571472724	8.25135177	8.008094893	7.265686233	7.554691095	7.479879708	7.391179859
YBR189W	12.84121288	12.70941065	13.10167593	13.80701149	13.42753628	13.21668163	13.10012458	12.91444431	13.09288733	13.01091623	13.42737535	13.14615261
YBR147W	7.325475893	6.23941524	6.167860402	5.159875383	6.277565046	6.172277389	8.03613257	6.563527994	5.015525505	5.656878136	5.082364508	6.260653485
YBR148W	2.171152685	2.158205327	2.137514394	2.259046641	2.200205431	2.18811853	3.434669629	2.74097556	2.207817532	2.224668523	2.312763561	3.071104687
YBR149W	10.70998489	11.20160842	10.55393651	5.378068985	5.587025434	8.434058988	11.3571957	11.38821766	8.105206422	8.761164701	5.964267796	9.132465135
YBR150C	6.801643616	6.477545824	5.577998805	6.100706266	7.131852123	6.481482608	6.592831544	6.806163076	6.683890298	6.226515907	7.2670301	6.401632148
YBR151W	8.385205807	8.737101351	8.419330447	7.115099778	8.0638876	8.340952353	8.527985566	8.990697829	8.128688872	7.983762065	8.226975134	8.781353794
YBR152W	2.180414411	2.12997388	2.13548965	2.247839675	2.425331122	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YBR153W	8.584226216	8.72068867	8.99090245	9.195843268	8.796713707	8.46403777	8.721465965	8.459968304	8.803680924	8.667713534	8.748311374	8.357466819
YBR154C	8.790654838	9.203368205	10.23464989	11.00232751	10.64240316	10.05714991	8.156166887	8.001919006	8.417485442	8.342493463	8.815247515	8.811733782
YBR155W	7.268162024	7.811119345	9.585149781	10.27543794	9.255189993	8.244383917	8.15922422	7.802568794	9.554076167	9.457464274	9.589603327	8.478424337
YBR156C	6.110917947	5.794755907	5.997116015	6.110118388	6.243503105	6.163323926	6.672109896	6.297311242	6.155723462	6.602561049	6.995198386	6.546614044
YBR157C	8.122019826	9.469855715	8.214123102	7.659135771	5.424517322	6.168737719	8.862233265	9.508322345	8.925410562	7.578318871	6.866868298	6.816376085
YBR158W	10.05855184	9.619984083	9.897773812	11.14570689	9.920622534	10.6076886	10.37850335	9.805855491	10.64892205	10.56123375	10.78793759	10.80414245
YBR159W	9.149241573	8.817445358	8.003289442	7.004732269	8.419010463	9.470108875	9.717073284	9.163120422	8.264180704	8.429255451	8.764596331	9.688660764
YBR160W	7.533096562	7.580663942	7.265884388	7.18541697	7.40613328	7.539593936	7.807078218	7.509445762	6.727239297	6.984064669	7.218812202	7.576149842
YBR161W	6.05789092	6.046436863	5.920613651	4.14702898	5.187050068	7.104698228	6.566362534	5.917703582	5.116161892	5.557418691	5.512841912	7.170568828
YBR162C	10.27087069	10.9220535	10.61183263	10.20511311	10.61792106	10.88321981	11.54177332	11.29134296	10.59543184	10.8147803	11.5672856	11.80110071
YBR162W-A	10.02524709	9.844177321	10.47552773	10.39554115	10.19381784	10.18541806	10.35250256	10.33142057	10.51925681	10.73697691	10.89500543	10.43216769
YBR163W	8.498420564	8.236522594	8.083295212	8.875867463	9.273036638	9.281922776	9.119342415	8.360636003	8.834105782	9.140978636	9.869050252	9.477678321
YBR164C	10.35525431	10.31277428	10.13143951	9.792534923	10.26302126	10.64158837	10.81494571	10.50125176	10.33285201	10.71561033	10.75306608	10.69996793
YBR165W	7.256738326	6.795246363	6.744470198	7.400877831	7.672524602	7.12149877	7.381985286	7.024992812	7.37283658	7.450663762	8.079692788	7.261387061
YBR166C	7.813414961	8.063043298	8.315962284	8.533428546	8.504432791	8.446781175	8.148144092	8.059816346	8.059611783	8.189332134	8.879037032	8.755504534
YBR167C	8.42372624	8.477148932	8.478948376	8.307551667	8.217962248	7.710993859	9.22964737	9.061945508	8.487691275	8.769499248	9.139201286	8.220810777
YBR125C	7.954715465	7.970919179	7.237537795	6.571474905	7.110290509	8.030812313	8.256631175	7.492812083	6.780796445	6.537239085	6.92883787	7.577967983
YBR126C	10.1383792	9.980604054	9.151630735	4.69966664	5.783747994	8.248799729	10.13772271	10.39013113	8.222731188	8.313844289	6.364346543	9.599304176
YBR127C	12.22645481	12.28921516	12.24201846	11.88882519	12.04833656	12.55434714	12.07138005	12.12326931	11.61344155	11.52874515	11.14907384	12.36118182
YBR128C	3.303891187	2.146943526	2.136822933	2.249172959	2.185612986	2.173531768	4.063906651	2.954039694	2.190422828	2.198009574	2.166956494	2.14440162
YBR129C	7.026595726	7.033954927	6.749408152	6.348899908	7.027372136	7.144754669	7.635941482	7.459254623	7.037517627	7.268351622	7.791480367	7.842931114
YBR130C	8.171537625	8.065872207	8.296024121	8.88606888	9.966053105	9.838914466	8.530585621	8.325319953	8.860817808	9.197639955	9.810938284	9.760497803
YBR131W	5.653164663	5.374955567	5.696442966	5.831754526	6.194288815	5.856565316	6.070227054	5.736144664	6.236847181	6.05224583	7.056995295	6.632720559
YBR132C	6.390178266	5.584576779	3.561091553	3.049364101	3.317088383	2.957228281	6.353807737	6.171946845	4.10028084	3.711462986	3.659351929	3.877405741
YBR133C	7.862736027	7.508554095	6.629371518	7.867512173	8.498496789	8.208290677	8.295374743	7.497934863	7.323819479	7.393385653	8.716596582	8.715244014
YBR135W	8.018402462	7.826941803	7.50985307	8.058716552	8.392990986	8.34562618	7.577266997	7.409540257	7.120055369	7.156759547	8.117587684	7.906872729
YBR136W	7.771459491	7.695248706	7.053861092	6.681314224	6.946767322	6.924156069	7.755348484	7.758084223	7.052476578	7.211140495	7.398292954	7.490846723
YBR137W	8.80782029	9.023433957	8.936708273	5.064687619	6.443760273	7.722227566	9.689373603	9.90629227	9.237030682	9.266248451	8.149025536	8.752473581
YBR138C	5.070783584	4.965305196	4.014989449	3.707787704	3.737741776	3.604577118	5.963910349	5.533174823	4.996102115	5.012295778	5.465337374	5.146388693
YBR139W	8.662509697	8.547547727	7.877641528	3.284570956	3.506457524	5.250830322	9.017382734	8.932266585	6.980810396	6.676869387	4.748308506	7.80096709
YBR140C	8.269035289	8.11992193	8.192839811	6.281294709	7.170910029	7.346122655	8.431341046	8.621208571	7.312237583	7.638637944	7.487923867	8.077963595
YBR141C	5.407436361	6.783386635	8.657740079	9.171438893	7.665303356	6.528429725	6.480204829	6.304511919	7.798044654	7.640829803	8.270035326	7.177881296
YBR142W	6.717702981	7.282362536	8.842352967	9.800171419	8.992144576	7.679862588	7.168437468	6.886677255	7.803994293	7.742229203	8.495755414	7.379662459
YBR143C	10.35341468	10.68976332	11.18548176	11.79163381	11.6558384	11.350795	10.49526407	10.23003667	10.31822601	10.50239874	11.15795312	10.84219577
YBR145W	6.707803514	7.225487272	7.829033221	9.186267057	8.733446129	9.500700385	6.977878352	6.962934167	7.85204673	8.312470704	7.935772435	8.000135498
YBR146W	8.541027783	8.872036344	8.835790088	7.468763056	7.781684999	7.842095057	8.963289226	8.735819655	7.81020222	8.318924052	8.176932581	8.022181239
YBR102C	6.071466122	6.293593536	6.296610324	4.979667229	5.643268647	5.781917194	6.360435735	6.395827992	5.930319195	6.143862979	6.301661454	6.295933364
YBR103W	9.159405701	9.207949219	8.657792662	7.092281533	8.376304304	8.750578494	9.554298222	9.37374388	8.801929245	8.956824988	8.835667012	9.205675938
YBR104W	6.310304774	7.148479832	8.405257075	9.736669162	10.20884666	9.604150721	6.83773132	6.898804309	8.396494411	8.61603892	9.831328492	9.397149167
YBR105C	6.246818147	10.99564373	12.35860297	11.41343834	8.746061095	7.985539682	7.479272612	10.08908383	11.86130396	11.94665965	9.630052517	8.465473143
YBR106W	11.74827907	11.94469299	12.50717782	12.31219332	12.08811228	11.86331442	12.02227275	11.77765452	12.40486823	12.25918856	12.39702143	12.21204321
YBR107C	4.787353821	4.565480075	4.87655317	4.021250343	4.265581451	4.292903551	4.854745308	4.651288873	4.367534209	4.23861062	4.108511269	3.961390564
YBR108W	5.666767316	5.561586119	4.850273974	4.256078076	4.555427403	4.741011713	5.042905573	5.017392023	4.176309364	4.291144269	4.170754097	4.501045585
YBR109C	10.64012898	10.81488289	10.84433148	9.790573353	9.99380802	10.45207751	11.25078821	11.20321817	10.67030918	10.78852851	10.57612542	10.95037794
YBR110W	5.990551396	6.409182658	6.446709589	5.461544218	5.754320155	6.155255699	6.544859042	6.415478803	6.378437441	6.366736221	6.215124633	6.495895901
YBR111C	10.38462712	10.75190191	10.61563164	7.393759057	8.775039882	10.23232794	11.20985138	11.16749757	9.832692658	10.23616393	9.665336394	11.14716295
YBR112C	8.494358289	8.184415343	8.207943631	8.419479321	8.411879316	8.579937938	8.412166452	8.194304835	7.394704118	7.577869132	7.892358112	8.133290644
YBR114W	2.70095047	3.532995725	4.886652092	5.544027029	2.945514689	2.415920682	2.855821264	2.84617829	4.065568452	4.226185889	3.248856335	2.565865898
YBR115C	10.05678895	10.5261431	10.82602254	11.6570463	12.18897614	11.77213672	10.59324551	10.80684689	11.11823978	11.38723925	11.81098467	11.47760482
YBR117C	5.570213093	5.978417127	5.150706721	2.372172853	2.262209948	2.23303179	6.571566319	6.695668426	4.716515122	4.417844399	2.292263758	2.326645475
YBR119W	7.166059356	7.545772804	7.09406087	6.412264709	7.335941883	7.185726823	7.877398009	7.927356122	6.84840664	7.068861126	8.124499961	7.746063438
YBR120C	7.997562607	7.983337522	7.195405447	5.263243204	5.45904034	5.417923292	8.593056995	8.333093826	6.548626316	6.313923791	6.786810789	6.993120898
YBR121C	10.5655235	10.65939956	10.74142051	11.15130893	11.18875684	10.92716182	10.42361178	10.2969877	10.27567107	10.19480929	10.44727634	10.51868714
YBR122C	8.027319987	8.237654426	7.756968511	6.767382308	7.178584288	7.087576117	8.507348506	8.168700763	6.994372879	7.174606368	7.57486094	7.317890418
YBR123C	8.145155726	7.787177544	7.570238767	7.262482406	8.022385741	8.05988518	8.42411798	8.265987395	8.450586513	8.43259623	8.533922842	8.588515224
YBR082C	10.86850122	11.37911555	12.02537884	11.72508835	11.1728378	11.34381552	11.36698415	11.48517846	12.12426893	12.56506068	11.63817131	11.30371377
YBR083W	10.65918672	9.937054883	8.020835167	9.904548314	9.439581548	8.854663267	10.82081941	10.07031655	9.112808054	9.324494806	10.11371045	9.415809559
YBR084W	7.997724132	8.656839821	9.392310728	10.29355427	10.12177615	9.74232424	8.820725218	8.746329318	9.250183603	9.276200048	9.73072141	9.272269193
YBR085W	3.369449828	3.379146209	4.454605099	8.311373973	8.335311374	9.668551979	3.418141073	3.346675213	4.812307097	4.822833414	6.113244481	6.792089924
YBR086C	9.158309757	9.366851355	8.973237849	8.291638996	8.609357789	9.35364194	9.845764985	9.624164812	8.277544254	8.414989522	7.554255356	9.192758434
YBR087W	7.007915558	7.535296538	7.322266995	6.989593659	7.564133553	8.303927548	7.541516878	7.496251954	6.535291689	6.320756808	7.624768609	8.040545801
YBR088C	8.514548857	8.628518887	7.633432439	5.115955595	5.940429364	8.916234804	9.385824618	9.014857752	7.00367969	7.293689149	8.093992634	9.592193292
YBR090C	10.71660979	10.85387191	10.56165946	8.112693911	9.522343184	9.346522979	10.93462299	11.16090525	10.06192128	9.484901822	9.423005782	9.877305216
YBR091C	7.644340625	7.710942778	8.208793786	8.460939412	8.416637888	8.297098688	8.35255154	7.690023704	8.057319267	8.056542261	8.82099301	8.176266383
YBR092C	6.700713145	6.697534722	6.761924051	5.967246635	6.600830372	6.759988283	7.199357917	7.091209469	6.977657241	7.445142853	7.199190317	6.894767233
YBR093C	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YBR094W	7.092338829	7.288361153	6.50029195	5.511467332	6.124945242	6.765294431	7.449592312	7.07709968	5.922191163	6.362363308	6.667653849	6.938273948
YBR095C	8.330764444	8.172280408	7.992127432	8.392148987	8.711102884	8.371227072	8.711270759	8.444565817	8.857331395	8.94917743	9.476093081	8.873321684
YBR096W	8.331358556	7.834394681	6.736959684	5.466816687	7.880993919	8.853027221	9.277124788	8.611044109	7.421986987	7.389922375	9.309874882	9.490170948
YBR097W	8.103726258	7.935123136	7.302743832	4.764003972	5.986476528	7.758572177	8.354163289	8.132087451	6.886502919	7.213188109	6.598535192	7.850416651
YBR098W	2.151823457	2.144066985	2.139493014	2.251843039	2.189967889	2.184958306	2.155574189	2.129454601	2.194637233	2.199515688	2.179085739	2.325285653
YBR101C	9.474227672	9.621020328	10.25829071	9.210055602	9.00344315	8.765907894	9.554451767	10.09881627	11.11533298	11.46323183	9.449739581	9.019474731
YBR060C	7.820752179	7.704009409	7.560832495	8.440196749	8.670644433	8.597630256	8.0278849	7.791632036	7.667483602	7.626271686	8.388017811	8.467212854
YBR061C	7.574266754	8.04018512	8.875236643	9.98529712	9.328086895	8.308796878	7.619625849	7.318360009	7.696051462	7.952291894	8.434044186	7.751822049
YBR062C	10.40240356	10.57081468	10.44980493	9.071336387	9.208559331	9.440650485	10.80118102	10.87434723	10.94912436	11.05703442	10.44680976	10.07732071
YBR063C	6.70429922	7.22674439	7.745995722	8.616773261	7.779160323	6.923696954	7.377650791	7.241656967	8.008965816	8.320356728	8.320391682	7.564305075
YBR065C	4.7803889	5.577013204	6.759889287	6.599932831	5.414852252	5.275056274	4.256481591	5.164140508	5.730434989	5.542913501	4.925505897	4.954747454
YBR066C	8.81225294	8.972261702	7.319817256	7.398689399	8.331916378	8.766391278	9.567622687	9.415596301	7.907468175	8.146062148	9.163969999	9.653401259
YBR067C	13.90906685	13.80302121	13.62480568	12.96669805	12.98552922	13.33447383	13.92869747	13.91215537	13.88768964	14.01167176	13.27462504	13.42563495
YBR068C	7.984143165	8.925912811	9.631919505	9.860045012	8.199340628	7.845722856	7.864670016	9.435095822	10.25379149	9.691718547	9.120878264	9.405859495
YBR069C	4.724890954	4.351373917	4.421382935	4.643173122	5.123362273	4.627587327	4.884901297	4.348379411	4.170720396	4.32295668	4.589445022	4.35452803
YBR070C	8.4078916	8.392363566	7.670434327	6.455989668	7.274435796	8.855359035	9.29572881	8.884334528	7.920521139	8.371733147	9.095936039	9.768086633
YBR071W	9.514524127	9.528591137	9.096762342	4.195573213	4.853567962	7.919743339	9.870979137	9.841248424	7.855186995	8.093353858	7.709943207	8.683528788
YBR072W	12.94819419	12.79359123	12.36457987	8.617703806	5.401387166	5.390712653	13.07873483	13.128588	13.01990652	13.20544862	7.843330864	9.931685159
YBR073W	8.534052623	8.268503458	7.697665365	6.876772536	7.688775095	8.357060589	8.986849713	8.751509298	8.041410545	8.307637778	8.801506518	8.940993515
YBR074W	6.358168722	5.566113378	6.523528619	6.960120644	7.416102942	7.225983566	4.279385041	5.467122968	5.288986078	4.064216535	4.622620885	5.994774166
YBR076W	2.143186032	2.138077093	2.141302895	2.251354935	2.187374625	2.172626839	2.142027791	2.307559371	2.192299167	2.200108293	2.169588603	2.145310976
YBR077C	8.49454028	9.004613929	8.781538281	8.259948411	8.480194089	8.11662982	9.410371412	9.467755236	9.404026189	9.197666675	9.763062603	9.21632911
YBR078W	12.64076124	12.31418964	12.74306503	12.4310815	12.6258988	12.96004692	10.37787403	12.61318073	12.80023872	8.594038562	10.64342224	13.13305846
YBR079C	10.24032443	10.20804964	10.86372955	11.39236003	11.43976729	11.33785447	9.314826429	9.187299659	9.284024232	9.310925046	9.918116921	9.854674427
YBR080C	8.093649055	8.482227004	8.424048343	7.761398967	8.680402903	8.754803782	8.487642489	8.45158694	8.139766575	8.075586182	9.186689674	9.058727822
YBR081C	7.113436622	7.097635205	7.158905449	6.758484865	7.325007211	7.08887277	7.78726979	7.918972224	7.220648651	7.653370557	7.994860782	7.865814581
YBR038W	9.073891684	8.752950816	8.023750294	7.785797281	8.897374163	7.544797374	8.892206279	9.267464403	8.740934612	8.100225047	9.233884683	8.711179657
YBR039W	12.58194033	12.55644209	12.32565799	8.3008445	8.971149992	9.932205335	12.74400842	12.78572764	11.70971591	11.48152157	9.919135849	11.06963381
YBR040W	2.145265381	2.133866583	2.138398151	2.786606081	2.214138792	2.234584554	3.418709517	3.033099644	3.336892572	3.518332498	5.536862051	4.845772064
YBR041W	5.508367279	4.974900829	4.5319682	4.216722551	5.036119198	6.055810722	5.742290576	5.172595797	4.616946288	4.839090223	5.336172683	6.477754931
YBR042C	4.669463649	4.974040049	5.321662658	5.04814722	5.443438375	6.120176569	5.438907669	4.865547621	5.730618975	5.021565771	6.218283545	6.291962246
YBR043C	8.368228656	8.264239263	8.476858856	7.977934974	7.991628423	6.94051236	8.652591139	8.400477712	8.80038048	8.619849593	8.615863572	8.183107743
YBR044C	4.702553071	4.373108129	4.334476346	4.185746141	4.379817827	4.365070042	4.51402233	4.36785179	4.39409837	3.959469383	3.984856633	4.33455348
YBR045C	3.400255778	3.161321598	3.247563111	2.590565907	2.208815717	2.65996591	4.116943521	3.750348333	3.099971677	2.957529034	2.624253366	2.717962698
YBR046C	8.839097316	8.954493901	8.241489993	3.412598024	3.293894211	4.098859201	8.817061688	8.91141454	6.39206104	6.203756287	3.309525569	4.389911702
YBR047W	6.335159784	6.505013618	5.892626962	4.852407656	3.413620119	3.406415078	7.441008203	6.848888381	5.162537357	5.457142746	3.722958345	3.349146687
YBR048W	12.26848782	12.39159528	12.47609383	12.85323544	13.01091878	12.93275212	12.30965479	12.2167905	12.15038477	12.41895978	12.57573328	12.53900594
